station,date,year,month,day,variable,avg_value
3,2024-01-17,2024,1,17,Temp,18.516995
3,2024-01-17,2024,1,17,WDD,180.43561428571428
3,2024-01-17,2024,1,17,WDS,3.1752976428571427
3,2024-01-18,2024,1,18,PM10,61.88137086956522
3,2024-01-18,2024,1,18,PM2,16.66144847826087
3,2024-01-18,2024,1,18,RAIN,0.0005072608695652174
3,2024-01-18,2024,1,18,RH,52.57846
3,2024-01-18,2024,1,18,So2,1.553382
3,2024-01-18,2024,1,18,Temp,16.09888913043478
3,2024-01-18,2024,1,18,WDD,179.08634782608695
3,2024-01-18,2024,1,18,WDS,2.671099043478261
3,2024-01-19,2024,1,19,PM10,109.55904173913042
3,2024-01-19,2024,1,19,PM2,22.743029
3,2024-01-19,2024,1,19,RAIN,0.0
3,2024-01-19,2024,1,19,RH,47.23772913043478
3,2024-01-19,2024,1,19,So2,0.40685631818181817
3,2024-01-19,2024,1,19,Temp,15.339976000000002
3,2024-01-19,2024,1,19,WDD,199.11225217391305
3,2024-01-19,2024,1,19,WDS,2.6195953913043475
3,2024-01-20,2024,1,20,PM10,55.036968571428574
3,2024-01-20,2024,1,20,PM2,18.030776285714285
3,2024-01-20,2024,1,20,RAIN,0.0
3,2024-01-20,2024,1,20,RH,59.94242071428572
3,2024-01-20,2024,1,20,So2,0.44394890909090906
3,2024-01-20,2024,1,20,Temp,14.08566357142857
3,2024-01-20,2024,1,20,WDD,171.86705714285716
3,2024-01-20,2024,1,20,WDS,1.987242
3,2024-01-21,2024,1,21,PM10,33.04831956521739
3,2024-01-21,2024,1,21,PM2,12.29484943478261
3,2024-01-21,2024,1,21,RAIN,0.0
3,2024-01-21,2024,1,21,RH,57.71891956521739
3,2024-01-21,2024,1,21,So2,1.800540304347826
3,2024-01-21,2024,1,21,Temp,16.230970000000003
3,2024-01-21,2024,1,21,WDD,180.95203913043477
3,2024-01-21,2024,1,21,WDS,3.132850304347826
3,2024-01-22,2024,1,22,PM10,46.32248043478261
3,2024-01-22,2024,1,22,PM2,17.226827739130435
3,2024-01-22,2024,1,22,RAIN,0.0
3,2024-01-22,2024,1,22,RH,47.01025391304348
3,2024-01-22,2024,1,22,So2,0.5368961428571428
3,2024-01-22,2024,1,22,Temp,16.50981913043478
3,2024-01-22,2024,1,22,WDD,171.91841739130433
3,2024-01-22,2024,1,22,WDS,3.270887652173913
3,2024-01-23,2024,1,23,PM10,52.823513043478265
3,2024-01-23,2024,1,23,PM2,9.899272608695652
3,2024-01-23,2024,1,23,RAIN,0.0
3,2024-01-23,2024,1,23,RH,25.82926391304348
3,2024-01-23,2024,1,23,So2,0.478875
3,2024-01-23,2024,1,23,Temp,16.93932347826087
3,2024-01-23,2024,1,23,WDD,176.18278260869565
3,2024-01-23,2024,1,23,WDS,3.2052595217391304
3,2024-01-24,2024,1,24,PM10,113.47265999999999
3,2024-01-24,2024,1,24,PM2,40.27264368181818
3,2024-01-24,2024,1,24,RAIN,0.0
3,2024-01-24,2024,1,24,RH,36.657121363636364
3,2024-01-24,2024,1,24,So2,0.7475562222222222
3,2024-01-24,2024,1,24,Temp,16.009670636363637
3,2024-01-24,2024,1,24,WDD,191.6607909090909
3,2024-01-24,2024,1,24,WDS,2.606995
3,2024-01-25,2024,1,25,PM10,223.88659869565217
3,2024-01-25,2024,1,25,PM2,65.51803956521739
3,2024-01-25,2024,1,25,RAIN,0.003200478260869565
3,2024-01-25,2024,1,25,RH,52.45280260869565
3,2024-01-25,2024,1,25,So2,2.324415260869565
3,2024-01-25,2024,1,25,Temp,14.423055217391305
3,2024-01-25,2024,1,25,WDD,229.15808695652171
3,2024-01-25,2024,1,25,WDS,2.1227354347826086
3,2024-01-26,2024,1,26,PM10,217.01673499999998
3,2024-01-26,2024,1,26,PM2,76.32466090909091
3,2024-01-26,2024,1,26,RAIN,0.0004419090909090909
3,2024-01-26,2024,1,26,RH,63.639810909090905
3,2024-01-26,2024,1,26,So2,1.7359146363636364
3,2024-01-26,2024,1,26,Temp,14.930536227272727
3,2024-01-26,2024,1,26,WDD,220.63933181818183
3,2024-01-26,2024,1,26,WDS,1.9379167272727273
3,2024-01-27,2024,1,27,PM10,135.22578521739132
3,2024-01-27,2024,1,27,PM2,56.26871521739131
3,2024-01-27,2024,1,27,RAIN,0.0
3,2024-01-27,2024,1,27,RH,66.78619
3,2024-01-27,2024,1,27,So2,1.3288867727272728
3,2024-01-27,2024,1,27,Temp,15.658236521739129
3,2024-01-27,2024,1,27,WDD,217.68387826086956
3,2024-01-27,2024,1,27,WDS,2.09907
3,2024-01-28,2024,1,28,PM10,74.56399
3,2024-01-28,2024,1,28,PM2,34.97964555555555
3,2024-01-28,2024,1,28,RAIN,7.247826086956523e-05
3,2024-01-28,2024,1,28,RH,68.81412652173913
3,2024-01-28,2024,1,28,So2,0.9820111111111112
3,2024-01-28,2024,1,28,Temp,15.93301608695652
3,2024-01-28,2024,1,28,WDD,239.8755608695652
3,2024-01-28,2024,1,28,WDS,2.245949347826087
3,2024-01-29,2024,1,29,PM10,116.87172913043479
3,2024-01-29,2024,1,29,PM2,36.64107086956522
3,2024-01-29,2024,1,29,RAIN,0.0
3,2024-01-29,2024,1,29,RH,61.795210434782604
3,2024-01-29,2024,1,29,So2,0.7297549047619049
3,2024-01-29,2024,1,29,Temp,16.345501304347827
3,2024-01-29,2024,1,29,WDD,228.05410869565216
3,2024-01-29,2024,1,29,WDS,2.4260869130434783
3,2024-01-30,2024,1,30,PM10,152.4713590909091
3,2024-01-30,2024,1,30,PM2,51.472305
3,2024-01-30,2024,1,30,RAIN,0.001439409090909091
3,2024-01-30,2024,1,30,RH,64.87079545454546
3,2024-01-30,2024,1,30,So2,1.7277718095238097
3,2024-01-30,2024,1,30,Temp,15.342285909090908
3,2024-01-30,2024,1,30,WDD,225.92670454545453
3,2024-01-30,2024,1,30,WDS,2.160239909090909
3,2024-01-31,2024,1,31,PM10,142.71143826086956
3,2024-01-31,2024,1,31,PM2,58.42025956521739
3,2024-01-31,2024,1,31,RAIN,0.0
3,2024-01-31,2024,1,31,RH,66.4160195652174
3,2024-01-31,2024,1,31,So2,1.8899940869565217
3,2024-01-31,2024,1,31,Temp,15.603737826086956
3,2024-01-31,2024,1,31,WDD,236.13725652173912
3,2024-01-31,2024,1,31,WDS,2.0645107826086955
3,2024-02-01,2024,2,1,PM10,108.58498434782608
3,2024-02-01,2024,2,1,PM2,42.378635217391306
3,2024-02-01,2024,2,1,RAIN,0.0006883913043478261
3,2024-02-01,2024,2,1,RH,69.96928565217391
3,2024-02-01,2024,2,1,So2,1.118287695652174
3,2024-02-01,2024,2,1,Temp,15.796919565217392
3,2024-02-01,2024,2,1,WDD,229.50670869565218
3,2024-02-01,2024,2,1,WDS,2.186370695652174
3,2024-02-02,2024,2,2,PM10,52.667553043478264
3,2024-02-02,2024,2,2,PM2,26.948891304347825
3,2024-02-02,2024,2,2,RAIN,0.0567874347826087
3,2024-02-02,2024,2,2,RH,69.96946130434783
3,2024-02-02,2024,2,2,So2,1.2434169375
3,2024-02-02,2024,2,2,Temp,16.215325217391303
3,2024-02-02,2024,2,2,WDD,233.50628260869567
3,2024-02-02,2024,2,2,WDS,2.2540761739130435
3,2024-02-03,2024,2,3,PM10,46.19032695652174
3,2024-02-03,2024,2,3,PM2,22.672348260869565
3,2024-02-03,2024,2,3,RAIN,0.0
3,2024-02-03,2024,2,3,RH,74.20625086956522
3,2024-02-03,2024,2,3,So2,0.7107819999999999
3,2024-02-03,2024,2,3,Temp,15.660399130434783
3,2024-02-03,2024,2,3,WDD,199.60048260869564
3,2024-02-03,2024,2,3,WDS,1.8101810434782608
3,2024-02-04,2024,2,4,PM10,34.44679739130435
3,2024-02-04,2024,2,4,PM2,20.84481608695652
3,2024-02-04,2024,2,4,RAIN,0.4513839565217391
3,2024-02-04,2024,2,4,RH,76.62677913043478
3,2024-02-04,2024,2,4,So2,0.5618711739130435
3,2024-02-04,2024,2,4,Temp,15.208893043478259
3,2024-02-04,2024,2,4,WDD,222.81346652173912
3,2024-02-04,2024,2,4,WDS,1.4326584782608693
3,2024-02-05,2024,2,5,PM10,28.45535391304348
3,2024-02-05,2024,2,5,PM2,15.009616739130434
3,2024-02-05,2024,2,5,RAIN,0.39027782608695655
3,2024-02-05,2024,2,5,RH,78.19780217391305
3,2024-02-05,2024,2,5,So2,0.505917652173913
3,2024-02-05,2024,2,5,Temp,14.515888695652173
3,2024-02-05,2024,2,5,WDD,214.09560217391302
3,2024-02-05,2024,2,5,WDS,1.4361352608695654
3,2024-02-06,2024,2,6,PM10,75.55818391304348
3,2024-02-06,2024,2,6,PM2,31.316021173913047
3,2024-02-06,2024,2,6,RAIN,0.9069808260869564
3,2024-02-06,2024,2,6,RH,75.2268547826087
3,2024-02-06,2024,2,6,So2,0.8106407826086957
3,2024-02-06,2024,2,6,Temp,14.741038695652174
3,2024-02-06,2024,2,6,WDD,227.23821739130435
3,2024-02-06,2024,2,6,WDS,1.6921316086956522
3,2024-02-07,2024,2,7,PM10,46.49637347826087
3,2024-02-07,2024,2,7,PM2,22.967340304347825
3,2024-02-07,2024,2,7,RAIN,0.0038285217391304345
3,2024-02-07,2024,2,7,RH,74.66920869565217
3,2024-02-07,2024,2,7,So2,0.5575842727272727
3,2024-02-07,2024,2,7,Temp,15.427693043478262
3,2024-02-07,2024,2,7,WDD,232.67487826086958
3,2024-02-07,2024,2,7,WDS,2.2559118695652174
3,2024-02-08,2024,2,8,PM10,88.38126869565217
3,2024-02-08,2024,2,8,PM2,35.403034347826086
3,2024-02-08,2024,2,8,RAIN,0.004529
3,2024-02-08,2024,2,8,RH,75.75039304347825
3,2024-02-08,2024,2,8,So2,0.5905189545454546
3,2024-02-08,2024,2,8,Temp,14.285798260869564
3,2024-02-08,2024,2,8,WDD,242.0029043478261
3,2024-02-08,2024,2,8,WDS,1.5310687826086957
3,2024-02-09,2024,2,9,PM10,56.24515608695652
3,2024-02-09,2024,2,9,PM2,21.503162304347825
3,2024-02-09,2024,2,9,RAIN,0.0012214347826086957
3,2024-02-09,2024,2,9,RH,67.66690826086956
3,2024-02-09,2024,2,9,So2,0.44854504545454543
3,2024-02-09,2024,2,9,Temp,16.46154695652174
3,2024-02-09,2024,2,9,WDD,186.69058434782607
3,2024-02-09,2024,2,9,WDS,2.2080374347826086
3,2024-02-10,2024,2,10,PM10,42.729043913043476
3,2024-02-10,2024,2,10,PM2,13.73283352173913
3,2024-02-10,2024,2,10,RAIN,0.008333347826086955
3,2024-02-10,2024,2,10,RH,60.97669739130435
3,2024-02-10,2024,2,10,So2,1.0836854285714286
3,2024-02-10,2024,2,10,Temp,16.568398695652174
3,2024-02-10,2024,2,10,WDD,175.36696086956522
3,2024-02-10,2024,2,10,WDS,2.4764311739130433
3,2024-02-11,2024,2,11,PM10,50.468747826086954
3,2024-02-11,2024,2,11,PM2,19.180175173913042
3,2024-02-11,2024,2,11,RAIN,0.003079695652173913
3,2024-02-11,2024,2,11,RH,60.770027391304346
3,2024-02-11,2024,2,11,So2,1.082965391304348
3,2024-02-11,2024,2,11,Temp,15.929536956521739
3,2024-02-11,2024,2,11,WDD,210.69547826086958
3,2024-02-11,2024,2,11,WDS,2.263435260869565
3,2024-02-12,2024,2,12,PM10,81.42433695652174
3,2024-02-12,2024,2,12,PM2,32.36763043478261
3,2024-02-12,2024,2,12,RAIN,0.0
3,2024-02-12,2024,2,12,RH,64.15706565217391
3,2024-02-12,2024,2,12,So2,2.890233695652174
3,2024-02-12,2024,2,12,Temp,15.506872173913042
3,2024-02-12,2024,2,12,WDD,235.30554652173913
3,2024-02-12,2024,2,12,WDS,2.0209722608695655
3,2024-02-13,2024,2,13,PM10,90.64378347826087
3,2024-02-13,2024,2,13,PM2,35.70851695652174
3,2024-02-13,2024,2,13,RAIN,0.0004347826086956522
3,2024-02-13,2024,2,13,RH,65.89282695652174
3,2024-02-13,2024,2,13,So2,2.110013304347826
3,2024-02-13,2024,2,13,Temp,16.226051304347827
3,2024-02-13,2024,2,13,WDD,227.9303695652174
3,2024-02-13,2024,2,13,WDS,1.9886534347826088
3,2024-02-14,2024,2,14,PM10,60.651382272727275
3,2024-02-14,2024,2,14,PM2,19.33064131818182
3,2024-02-14,2024,2,14,RAIN,0.0012121363636363636
3,2024-02-14,2024,2,14,RH,54.131705000000004
3,2024-02-14,2024,2,14,So2,0.7936410588235293
3,2024-02-14,2024,2,14,Temp,16.059318636363635
3,2024-02-14,2024,2,14,WDD,186.02726363636364
3,2024-02-14,2024,2,14,WDS,3.364652772727273
3,2024-02-15,2024,2,15,PM10,61.68547260869565
3,2024-02-15,2024,2,15,PM2,20.296778260869566
3,2024-02-15,2024,2,15,RAIN,0.0018840434782608697
3,2024-02-15,2024,2,15,RH,58.57288739130435
3,2024-02-15,2024,2,15,So2,0.5124647391304348
3,2024-02-15,2024,2,15,Temp,16.446352173913045
3,2024-02-15,2024,2,15,WDD,181.36401304347825
3,2024-02-15,2024,2,15,WDS,3.221980782608696
3,2024-02-16,2024,2,16,PM10,43.12426565217391
3,2024-02-16,2024,2,16,PM2,11.780876869565217
3,2024-02-16,2024,2,16,RAIN,0.004033782608695652
3,2024-02-16,2024,2,16,RH,60.409643043478255
3,2024-02-16,2024,2,16,So2,1.2170506956521738
3,2024-02-16,2024,2,16,Temp,16.762282173913043
3,2024-02-16,2024,2,16,WDD,187.74155217391305
3,2024-02-16,2024,2,16,WDS,3.0736353913043475
3,2024-02-17,2024,2,17,PM10,36.323925217391306
3,2024-02-17,2024,2,17,PM2,9.229762739130436
3,2024-02-17,2024,2,17,RAIN,0.002391304347826087
3,2024-02-17,2024,2,17,RH,60.93065260869565
3,2024-02-17,2024,2,17,So2,0.39497678947368425
3,2024-02-17,2024,2,17,Temp,16.651737826086954
3,2024-02-17,2024,2,17,WDD,172.57366434782608
3,2024-02-17,2024,2,17,WDS,3.0335205652173913
3,2024-02-18,2024,2,18,PM10,68.41042304347826
3,2024-02-18,2024,2,18,PM2,26.42291965217391
3,2024-02-18,2024,2,18,RAIN,0.0017391304347826088
3,2024-02-18,2024,2,18,RH,66.37243913043478
3,2024-02-18,2024,2,18,So2,1.9742251739130434
3,2024-02-18,2024,2,18,Temp,15.651454782608695
3,2024-02-18,2024,2,18,WDD,221.43117173913043
3,2024-02-18,2024,2,18,WDS,2.2616567391304345
3,2024-02-19,2024,2,19,PM10,90.28935130434783
3,2024-02-19,2024,2,19,PM2,35.46498043478261
3,2024-02-19,2024,2,19,RAIN,0.00826086956521739
3,2024-02-19,2024,2,19,RH,65.54117043478261
3,2024-02-19,2024,2,19,So2,1.0124064782608695
3,2024-02-19,2024,2,19,Temp,16.28166086956522
3,2024-02-19,2024,2,19,WDD,182.44716043478263
3,2024-02-19,2024,2,19,WDS,2.197246391304348
3,2024-02-20,2024,2,20,PM10,80.98006913043479
3,2024-02-20,2024,2,20,PM2,31.82186869565217
3,2024-02-20,2024,2,20,RAIN,0.002029
3,2024-02-20,2024,2,20,RH,65.22492173913044
3,2024-02-20,2024,2,20,So2,0.6638751764705882
3,2024-02-20,2024,2,20,Temp,16.460398260869564
3,2024-02-20,2024,2,20,WDD,207.23085739130437
3,2024-02-20,2024,2,20,WDS,2.2679770434782607
3,2024-02-21,2024,2,21,PM10,108.49694956521738
3,2024-02-21,2024,2,21,PM2,39.804940869565215
3,2024-02-21,2024,2,21,RAIN,0.0
3,2024-02-21,2024,2,21,RH,58.37116521739131
3,2024-02-21,2024,2,21,So2,1.0064343809523808
3,2024-02-21,2024,2,21,Temp,15.360266521739131
3,2024-02-21,2024,2,21,WDD,171.74644695652174
3,2024-02-21,2024,2,21,WDS,2.230785043478261
3,2024-02-22,2024,2,22,PM10,35.907131739130435
3,2024-02-22,2024,2,22,PM2,14.175238347826086
3,2024-02-22,2024,2,22,RAIN,0.004758434782608696
3,2024-02-22,2024,2,22,RH,65.99387
3,2024-02-22,2024,2,22,So2,2.005082739130435
3,2024-02-22,2024,2,22,Temp,15.603284782608696
3,2024-02-22,2024,2,22,WDD,196.52403434782607
3,2024-02-22,2024,2,22,WDS,2.1112198260869564
3,2024-02-23,2024,2,23,PM10,70.5377204347826
3,2024-02-23,2024,2,23,PM2,23.152963913043482
3,2024-02-23,2024,2,23,RAIN,0.0018840434782608697
3,2024-02-23,2024,2,23,RH,69.26989739130435
3,2024-02-23,2024,2,23,So2,2.2296811739130433
3,2024-02-23,2024,2,23,Temp,14.797989130434782
3,2024-02-23,2024,2,23,WDD,209.3659443478261
3,2024-02-23,2024,2,23,WDS,2.455688347826087
3,2024-02-24,2024,2,24,PM10,80.25828695652173
3,2024-02-24,2024,2,24,PM2,36.171668260869566
3,2024-02-24,2024,2,24,RAIN,0.0
3,2024-02-24,2024,2,24,RH,68.11616
3,2024-02-24,2024,2,24,So2,1.519702
3,2024-02-24,2024,2,24,Temp,15.271974347826086
3,2024-02-24,2024,2,24,WDD,231.9086239130435
3,2024-02-24,2024,2,24,WDS,2.3262801304347827
3,2024-02-25,2024,2,25,PM10,48.30953130434783
3,2024-02-25,2024,2,25,PM2,27.88130304347826
3,2024-02-25,2024,2,25,RAIN,0.003918130434782609
3,2024-02-25,2024,2,25,RH,67.21183913043478
3,2024-02-25,2024,2,25,So2,1.2009259565217392
3,2024-02-25,2024,2,25,Temp,15.10736695652174
3,2024-02-25,2024,2,25,WDD,215.86568260869566
3,2024-02-25,2024,2,25,WDS,2.2526808260869564
3,2024-02-26,2024,2,26,PM10,75.39739391304347
3,2024-02-26,2024,2,26,PM2,34.256599130434786
3,2024-02-26,2024,2,26,RAIN,0.0010144782608695652
3,2024-02-26,2024,2,26,RH,67.66268130434783
3,2024-02-26,2024,2,26,So2,0.5709027391304348
3,2024-02-26,2024,2,26,Temp,14.770138695652173
3,2024-02-26,2024,2,26,WDD,232.59815217391304
3,2024-02-26,2024,2,26,WDS,1.9680236521739132
3,2024-02-27,2024,2,27,PM10,72.18585782608696
3,2024-02-27,2024,2,27,PM2,37.973973478260866
3,2024-02-27,2024,2,27,RAIN,0.0
3,2024-02-27,2024,2,27,RH,69.49468565217391
3,2024-02-27,2024,2,27,So2,0.48912785000000003
3,2024-02-27,2024,2,27,Temp,15.74608652173913
3,2024-02-27,2024,2,27,WDD,213.42825347826087
3,2024-02-27,2024,2,27,WDS,2.1543417826086957
3,2024-02-28,2024,2,28,PM10,91.00689434782609
3,2024-02-28,2024,2,28,PM2,44.25356304347826
3,2024-02-28,2024,2,28,RAIN,0.0
3,2024-02-28,2024,2,28,RH,68.89748826086957
3,2024-02-28,2024,2,28,So2,0.7358878095238095
3,2024-02-28,2024,2,28,Temp,16.071068695652173
3,2024-02-28,2024,2,28,WDD,254.6387608695652
3,2024-02-28,2024,2,28,WDS,2.270211434782609
3,2024-02-29,2024,2,29,PM10,86.56597521739131
3,2024-02-29,2024,2,29,PM2,46.21491695652174
3,2024-02-29,2024,2,29,RAIN,0.0
3,2024-02-29,2024,2,29,RH,69.39545869565218
3,2024-02-29,2024,2,29,So2,0.4695566190476191
3,2024-02-29,2024,2,29,Temp,16.177022608695655
3,2024-02-29,2024,2,29,WDD,229.87620173913044
3,2024-02-29,2024,2,29,WDS,2.3817572173913044
3,2024-03-01,2024,3,1,PM10,105.30334318181818
3,2024-03-01,2024,3,1,PM2,50.02691954545455
3,2024-03-01,2024,3,1,RAIN,0.0039267727272727275
3,2024-03-01,2024,3,1,RH,62.5192
3,2024-03-01,2024,3,1,So2,1.3312135555555555
3,2024-03-01,2024,3,1,Temp,15.887165
3,2024-03-01,2024,3,1,WDD,239.35757727272724
3,2024-03-01,2024,3,1,WDS,2.568131227272727
3,2024-03-02,2024,3,2,PM10,84.15932173913043
3,2024-03-02,2024,3,2,PM2,46.2080747826087
3,2024-03-02,2024,3,2,RAIN,0.0
3,2024-03-02,2024,3,2,RH,66.57961304347826
3,2024-03-02,2024,3,2,So2,1.4625704347826087
3,2024-03-02,2024,3,2,Temp,15.919251304347826
3,2024-03-02,2024,3,2,WDD,227.41551
3,2024-03-02,2024,3,2,WDS,2.323985391304348
3,2024-03-03,2024,3,3,PM10,54.09149391304348
3,2024-03-03,2024,3,3,PM2,32.99749
3,2024-03-03,2024,3,3,RAIN,0.0009420434782608696
3,2024-03-03,2024,3,3,RH,69.25417
3,2024-03-03,2024,3,3,So2,0.8884798260869565
3,2024-03-03,2024,3,3,Temp,15.89111304347826
3,2024-03-03,2024,3,3,WDD,197.84280478260868
3,2024-03-03,2024,3,3,WDS,2.585184956521739
3,2024-03-04,2024,3,4,PM10,46.52321782608696
3,2024-03-04,2024,3,4,PM2,29.47736652173913
3,2024-03-04,2024,3,4,RAIN,0.17496373913043478
3,2024-03-04,2024,3,4,RH,73.66703
3,2024-03-04,2024,3,4,So2,1.4807529130434782
3,2024-03-04,2024,3,4,Temp,15.683478695652173
3,2024-03-04,2024,3,4,WDD,223.84214434782606
3,2024-03-04,2024,3,4,WDS,2.419184826086956
3,2024-03-05,2024,3,5,PM10,50.61707086956522
3,2024-03-05,2024,3,5,PM2,25.488869130434786
3,2024-03-05,2024,3,5,RAIN,0.0
3,2024-03-05,2024,3,5,RH,68.91527739130436
3,2024-03-05,2024,3,5,So2,0.4899529090909091
3,2024-03-05,2024,3,5,Temp,15.97923347826087
3,2024-03-05,2024,3,5,WDD,232.50700260869567
3,2024-03-05,2024,3,5,WDS,2.364830956521739
3,2024-03-06,2024,3,6,PM10,75.42818727272727
3,2024-03-06,2024,3,6,PM2,32.26718590909091
3,2024-03-06,2024,3,6,RAIN,0.0018939545454545452
3,2024-03-06,2024,3,6,RH,60.54297409090909
3,2024-03-06,2024,3,6,So2,2.8244083499999997
3,2024-03-06,2024,3,6,Temp,16.358807272727272
3,2024-03-06,2024,3,6,WDD,223.42576363636363
3,2024-03-06,2024,3,6,WDS,2.7898800454545456
3,2024-03-07,2024,3,7,PM10,79.46358636363637
3,2024-03-07,2024,3,7,PM2,40.22268181818182
3,2024-03-07,2024,3,7,RAIN,0.0001515
3,2024-03-07,2024,3,7,RH,57.31547318181818
3,2024-03-07,2024,3,7,So2,5.078110227272727
3,2024-03-07,2024,3,7,Temp,16.362253636363636
3,2024-03-07,2024,3,7,WDD,204.1642618181818
3,2024-03-07,2024,3,7,WDS,2.698188181818182
3,2024-03-08,2024,3,8,PM10,53.825883636363635
3,2024-03-08,2024,3,8,PM2,26.304932500000003
3,2024-03-08,2024,3,8,RAIN,0.0
3,2024-03-08,2024,3,8,RH,61.42537272727273
3,2024-03-08,2024,3,8,So2,0.8741796666666668
3,2024-03-08,2024,3,8,Temp,16.243119545454547
3,2024-03-08,2024,3,8,WDD,183.18120000000002
3,2024-03-08,2024,3,8,WDS,2.485669136363636
3,2024-03-09,2024,3,9,PM10,39.14558460869565
3,2024-03-09,2024,3,9,PM2,15.787778608695653
3,2024-03-09,2024,3,9,RAIN,8.452173913043478e-05
3,2024-03-09,2024,3,9,RH,66.69801913043477
3,2024-03-09,2024,3,9,So2,0.5987958695652174
3,2024-03-09,2024,3,9,Temp,15.246402608695652
3,2024-03-09,2024,3,9,WDD,190.0349043478261
3,2024-03-09,2024,3,9,WDS,1.8669505217391305
3,2024-03-10,2024,3,10,PM10,19.374478333333332
3,2024-03-10,2024,3,10,PM2,8.301419333333333
3,2024-03-10,2024,3,10,RAIN,0.0
3,2024-03-10,2024,3,10,RH,56.764430476190476
3,2024-03-10,2024,3,10,So2,0.48496590476190476
3,2024-03-10,2024,3,10,Temp,16.427519999999998
3,2024-03-10,2024,3,10,WDD,178.26865238095237
3,2024-03-10,2024,3,10,WDS,2.709100523809524
3,2024-03-11,2024,3,11,PM10,50.06648456521739
3,2024-03-11,2024,3,11,PM2,23.200438782608696
3,2024-03-11,2024,3,11,RAIN,0.0005072608695652174
3,2024-03-11,2024,3,11,RH,62.018327391304354
3,2024-03-11,2024,3,11,So2,1.8835727826086954
3,2024-03-11,2024,3,11,Temp,16.14736695652174
3,2024-03-11,2024,3,11,WDD,180.4594260869565
3,2024-03-11,2024,3,11,WDS,2.812983043478261
3,2024-03-12,2024,3,12,PM10,73.06263173913044
3,2024-03-12,2024,3,12,PM2,33.518986956521736
3,2024-03-12,2024,3,12,RAIN,0.00014491304347826088
3,2024-03-12,2024,3,12,RH,58.23506173913044
3,2024-03-12,2024,3,12,So2,0.8722970869565217
3,2024-03-12,2024,3,12,Temp,16.222918260869566
3,2024-03-12,2024,3,12,WDD,183.1041652173913
3,2024-03-12,2024,3,12,WDS,2.5292995652173915
3,2024-03-13,2024,3,13,PM10,67.59464173913044
3,2024-03-13,2024,3,13,PM2,29.98639
3,2024-03-13,2024,3,13,RAIN,0.0011594347826086957
3,2024-03-13,2024,3,13,RH,54.48123130434783
3,2024-03-13,2024,3,13,So2,0.6053149545454546
3,2024-03-13,2024,3,13,Temp,17.49094347826087
3,2024-03-13,2024,3,13,WDD,181.3974086956522
3,2024-03-13,2024,3,13,WDS,3.288659391304348
3,2024-03-14,2024,3,14,PM10,56.59636714285715
3,2024-03-14,2024,3,14,PM2,30.36955642857143
3,2024-03-14,2024,3,14,RAIN,0.0
3,2024-03-14,2024,3,14,RH,64.92837428571428
3,2024-03-14,2024,3,14,So2,0.40596866666666664
3,2024-03-14,2024,3,14,Temp,15.618273571428572
3,2024-03-14,2024,3,14,WDD,172.52262142857143
3,2024-03-14,2024,3,14,WDS,1.7919840714285713
3,2024-03-15,2024,3,15,PM10,90.99677909090909
3,2024-03-15,2024,3,15,PM2,34.964206363636364
3,2024-03-15,2024,3,15,RAIN,0.0
3,2024-03-15,2024,3,15,RH,53.33570045454546
3,2024-03-15,2024,3,15,So2,0.656025947368421
3,2024-03-15,2024,3,15,Temp,16.225556363636365
3,2024-03-15,2024,3,15,WDD,172.90991954545456
3,2024-03-15,2024,3,15,WDS,2.2708144545454547
3,2024-03-16,2024,3,16,PM10,111.23407217391305
3,2024-03-16,2024,3,16,PM2,40.39991608695652
3,2024-03-16,2024,3,16,RAIN,0.0
3,2024-03-16,2024,3,16,RH,56.45910652173913
3,2024-03-16,2024,3,16,So2,0.9107106086956521
3,2024-03-16,2024,3,16,Temp,16.812952173913043
3,2024-03-16,2024,3,16,WDD,200.95319565217392
3,2024-03-16,2024,3,16,WDS,2.386908217391304
3,2024-03-17,2024,3,17,PM10,66.59137086956521
3,2024-03-17,2024,3,17,PM2,30.14982652173913
3,2024-03-17,2024,3,17,RAIN,0.011835739130434784
3,2024-03-17,2024,3,17,RH,52.64163304347826
3,2024-03-17,2024,3,17,So2,0.7022508695652173
3,2024-03-17,2024,3,17,Temp,16.72066217391304
3,2024-03-17,2024,3,17,WDD,195.97361739130432
3,2024-03-17,2024,3,17,WDS,2.978014652173913
3,2024-03-18,2024,3,18,PM10,55.71222782608695
3,2024-03-18,2024,3,18,PM2,27.60491956521739
3,2024-03-18,2024,3,18,RAIN,0.0
3,2024-03-18,2024,3,18,RH,51.35237217391305
3,2024-03-18,2024,3,18,So2,0.8043388695652175
3,2024-03-18,2024,3,18,Temp,17.453376086956524
3,2024-03-18,2024,3,18,WDD,178.5823
3,2024-03-18,2024,3,18,WDS,2.763309043478261
3,2024-03-19,2024,3,19,PM10,46.09455764705882
3,2024-03-19,2024,3,19,PM2,19.84106882352941
3,2024-03-19,2024,3,19,RAIN,0.0
3,2024-03-19,2024,3,19,RH,56.61862764705882
3,2024-03-19,2024,3,19,So2,1.007631176470588
3,2024-03-19,2024,3,19,Temp,16.61671470588235
3,2024-03-19,2024,3,19,WDD,178.52434705882354
3,2024-03-19,2024,3,19,WDS,2.8129329411764705
3,2024-03-20,2024,3,20,PM10,91.80492
3,2024-03-20,2024,3,20,PM2,59.6628
3,2024-03-20,2024,3,20,RAIN,3.289722
3,2024-03-20,2024,3,20,RH,82.07528
