IDExpediente,Estado,Regional,Departamento,Municipio,Vereda,Class,TipoCombustible,TipoFuenteEmision,Cuenca,latitude,longitude,estacion_cercana_1,distancia_cercana_1,estacion_cercana_2,distancia_cercana_2,es_cercana
185684.0,Seguimiento y Control,Ubate,Cundinamarca,SUTATAUSA,Peñas de Boquerón,,Carbón,Chimenea Triunfo central,Río Suárez,5.20757802997226,-73.85366477007742,20,3.36,1,9.9,True
187436.0,Seguimiento y Control,Soacha,Cundinamarca,SOACHA,AREA URBANA,,Carbón,Horno,(sin definir),4.5635282023203985,-74.22837146247642,3,2.52,23,4.36,True
188060.0,Seguimiento y Control,Sabana Centro,Cundinamarca,CAJICA,Chuntame Alto,,Carbón,Caldera,Río Bogotá,4.972477821182302,-74.00104494634783,15,3.39,13,3.86,True
188280.0,Seguimiento y Control,Sabana Centro,Cundinamarca,COGUA,EL OLIVO,,Carbón,Horno,Río Bogotá,5.07090404704611,-73.95688938595272,12,2.85,10,8.46,True
188764.0,Seguimiento y Control,Ubate,Cundinamarca,TAUSA,Rasgatá,,Carbón,Chimenea 1,Río Suárez,5.189093129940887,-73.87686123390627,20,1.39,1,7.0,True
190770.0,Seguimiento y Control,Soacha,Cundinamarca,SIBATE,Chusaca,,Carbón,700 BHP VR2,(sin definir),4.547811232729657,-74.2476792437028,5,2.56,3,5.12,True
190772.0,Seguimiento y Control,Soacha,Cundinamarca,SIBATE,Chusaca,,Carbón,Caldera,(sin definir),4.547786277838014,-74.24772162665838,5,2.56,3,5.13,True
197696.0,Seguimiento y Control,Sabana Occidente,Cundinamarca,MOSQUERA,San José,,Otros,molino,Río Bogotá,4.697863547136177,-74.18591900240203,6,3.3,14,3.53,True
199550.0,Seguimiento y Control,Soacha,Cundinamarca,SOACHA,Cazuca,,Carbón,Caldera,Río Bogotá,4.59059363178149,-74.19144491479723,4,0.72,23,1.56,True
199976.0,Seguimiento y Control,Sabana Centro,Cundinamarca,COGUA,EL OLIVO,,Carbón,Horno,Río Bogotá,5.069357018781721,-73.9532914220978,12,3.08,9,8.34,True
203658.0,Seguimiento y Control,Sabana Centro,Cundinamarca,CAJICA,Chuntame Bajo,,Fuel Oil No.8,PLANTA DE MEZCLA ASFÁLTICA,Río Bogotá,4.950794121243961,-74.01465343303985,13,1.36,18,5.01,True
205016.0,Seguimiento y Control,Sabana Centro,Cundinamarca,COGUA,Casa Blanca,,Carbón,Batería de coquización A,Río Bogotá,5.130911002130798,-73.90780567938849,1,1.34,9,7.92,True
205316.0,Seguimiento y Control,Sabana Centro,Cundinamarca,ZIPAQUIRA,Centro    ,,Gas,Horno,Río Bogotá,5.029057177522787,-73.98090202384775,12,2.91,10,3.22,True
205998.0,Seguimiento y Control,Ubate,Cundinamarca,GUACHETA,Rabanal,,Carbón,Horno,Río Suárez,5.334212517575045,-73.70175481069927,21,23.72,11,24.18,False
206954.0,Seguimiento y Control,Sabana Centro,Cundinamarca,TOCANCIPA,Canavita,,Otros,Horno,Río Bogotá,4.948160070683243,-73.93863541906872,18,3.66,15,4.74,True
206956.0,Seguimiento y Control,Sabana Centro,Cundinamarca,COGUA,Mortiño,,Carbón,Horno,Río Bogotá,5.060730225984948,-73.95432112675945,12,2.59,10,7.78,True
208554.0,Seguimiento y Control,Sabana Centro,Cundinamarca,COTA,Vuelta Grande,,Otros,Horno,Río Bogotá,4.741710643609742,-74.13242897551558,22,8.23,14,9.22,False
209714.0,Seguimiento y Control,Ubate,Cundinamarca,GUACHETA,Frontera,,Coque,Horno,Río Suárez,5.373902748081655,-73.69011881548678,21,19.13,11,19.59,False
210888.0,Seguimiento y Control,Ubate,Cundinamarca,SUTATAUSA,Peñas de Cajón,,Carbón,Horno,Río Suárez,5.214274490915157,-73.84186403026766,20,4.82,1,11.21,True
211090.0,Seguimiento y Control,Soacha,Cundinamarca,SOACHA,AREA URBANA,,Gas,Horno,Río Bogotá,4.545286581264353,-74.2436941623454,5,2.24,3,5.11,True
211788.0,Seguimiento y Control,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE CIUDAD BOLIVAR,MOCHUELO BAJO,,Carbón,Horno,Río Bogotá,4.515170499729747,-74.1492168925191,8,1.84,4,10.33,True
214656.0,Seguimiento y Control,Alto Magdalena,Cundinamarca,GIRARDOT,CENTRO,,Otros,Horno,Río Bogotá,4.327055786248329,-74.80120845771593,16,3.79,5,65.63,True
214656.0,Seguimiento y Control,Alto Magdalena,Cundinamarca,GIRARDOT,URBANO,,Otros,Horno,Río Bogotá,4.326766634580483,-74.80099199260722,16,3.78,5,65.62,True
215160.0,Seguimiento y Control,Ubate,Cundinamarca,LENGUAZAQUE,Ramada  Flores,,Carbón,Horno,Río Suárez,5.325691944704173,-73.71291977431318,20,23.45,21,25.02,False
215160.0,Seguimiento y Control,Ubate,Cundinamarca,LENGUAZAQUE,Ramada  Flores,,Carbón,Horno,Río Suárez,5.324652169741913,-73.71315494967774,20,23.36,21,25.14,False
215548.0,Seguimiento y Control,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE CIUDAD BOLIVAR,MOCHUELO BAJO,,Carbón,Horno,Río Bogotá,4.532045540756562,-74.14318109269777,8,0.23,4,9.14,True
218040.0,Seguimiento y Control,Ubate,Cundinamarca,GUACHETA,Peñas,,Carbón,Horno,Río Suárez,5.375688989508088,-73.68354038302505,21,18.72,11,19.17,False
219702.0,Seguimiento y Control,Magdalena Centro,Cundinamarca,SAN JUAN DE RIOSECO,Centro Poblado Cambao,,ACPM,Caldera,Río Seco - Río Magdalena,4.901375933995789,-74.72910930382439,2,54.6,19,58.12,False
220334.0,Seguimiento y Control,Ubate,Cundinamarca,LENGUAZAQUE,Ramada  Flores,,Carbón,Horno,Río Suárez,5.324352711280675,-73.71138688481753,20,23.5,21,25.1,False
221308.0,Seguimiento y Control,Ubate,Cundinamarca,LENGUAZAQUE,La Ramada,,Carbón,Horno,Río Suárez,5.322074072592789,-73.71160475103049,20,23.33,21,25.35,False
223364.0,Seguimiento y Control,Ubate,Cundinamarca,GUACHETA,Rabanal,,Carbón,Horno,Río Suárez,5.342877295476011,-73.70479893802133,21,22.92,11,23.38,False
224442.0,Seguimiento y Control,Sabana Occidente,Cundinamarca,MOSQUERA,Siete Trojes,,Gas,Horno,Río Bogotá,4.718446115323723,-74.23096251271922,19,0.71,14,2.14,True
226506.0,Seguimiento y Control,Soacha,Cundinamarca,SOACHA,Fusunga,,Carbón,Horno,Río Bogotá,4.549327252662023,-74.20745154059891,3,4.16,5,4.82,True
226592.0,Seguimiento y Control,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE CIUDAD BOLIVAR,MOCHUELO BAJO,,ACPM,Secadores,Río Bogotá,4.525045864719102,-74.14639740542519,8,0.74,4,9.56,True
226674.0,Seguimiento y Control,Sabana Centro,Cundinamarca,NEMOCON,Casa Blanca,,Carbón,molino,Río Bogotá,5.122663890887295,-73.907961177625,1,1.51,9,7.1,True
228146.0,Seguimiento y Control,Sabana Centro,Cundinamarca,COTA,SIBERIA,,Otros,Horno,Río Bogotá,4.743980426788356,-74.13277168008962,22,8.01,14,9.27,False
229140.0,Seguimiento y Control,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE CIUDAD BOLIVAR,MOCHUELO BAJO,,ACPM,Secadores,Río Bogotá,4.52746940611893,-74.14655983395548,8,0.57,4,9.32,True
229254.0,Seguimiento y Control,Sabana Centro,Cundinamarca,COGUA,EL OLIVO,,Carbón,Horno,Río Bogotá,5.067493903404046,-73.95192101977662,12,3.11,9,8.18,True
234474.0,Seguimiento y Control,Sabana Centro,Cundinamarca,COTA,SIBERIA,,Otros,Secadores,Río Bogotá,4.757888426399601,-74.13566628255914,22,6.81,14,9.6,False
236124.0,Seguimiento y Control,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE CIUDAD BOLIVAR,MOCHUELO BAJO,,Carbón,Horno,Río Bogotá,4.516545132678234,-74.14842406462392,8,1.67,4,10.24,True
236626.0,Seguimiento y Control,Soacha,Cundinamarca,SOACHA,Fusunga,,Otros,Secadores,Río Bogotá,4.549327252662023,-74.20745154059891,3,4.16,5,4.82,True
237320.0,Seguimiento y Control,Ubate,Cundinamarca,CUCUNUBA,Pueblo Viejo,,Carbón,Horno,Río Suárez,5.220712393214728,-73.81738069600944,20,7.62,1,13.4,False
237546.0,Seguimiento y Control,Ubate,Cundinamarca,GUACHETA,Santuario,,Carbón,Horno,Río Suárez,5.367661724854596,-73.68765968240605,21,19.7,11,20.16,False
239650.0,Seguimiento y Control,Bogotá y Municipio de la Calera,Cundinamarca,LA CALERA,ALTAMAR,,(sin definir),(sin definir),Río Bogotá,4.730325004988502,-73.95057780141846,7,2.34,17,18.83,True
240512.0,Seguimiento y Control,Soacha,Cundinamarca,SOACHA,Cazuca,,Gas,Secadores,Río Bogotá,4.585336568654857,-74.20904409471083,23,1.17,3,1.2,True
242468.0,Seguimiento y Control,Ubate,Cundinamarca,GUACHETA,Santuario,,(sin definir),(sin definir),Río Suárez,5.368512628332108,-73.68905759236137,21,19.66,11,20.12,False
246026.0,Seguimiento y Control,Sabana Occidente,Cundinamarca,MOSQUERA,San José,,NoAplica,molino buhler,Río Bogotá,4.696014871207774,-74.20857787225968,6,0.78,14,2.31,True
247634.0,Seguimiento y Control,Sumapaz,Cundinamarca,FUSAGASUGA,Cucharal,,Otros,Planta de Asfalto,Río Sumapaz,4.328762800946419,-74.41884479172194,5,29.23,3,36.0,False
249390.0,Seguimiento y Control,Chiquinquira,Boyacá,RAQUIRA,Firita Peña Arriba,,Carbón,Horno,Río Suárez,5.444633640351026,-73.60050816910078,21,10.97,11,11.23,False
249462.0,Seguimiento y Control,Ubate,Cundinamarca,CUCUNUBA,Aposentos,,NoAplica,Horno,Río Suárez,5.227279655231649,-73.78144106251762,20,11.65,1,16.73,False
250486.0,Seguimiento y Control,Chiquinquira,Boyacá,CHIQUINQUIRA,Sucre Oriental,,Otros,Secadores,Río Suárez,5.558346040461315,-73.82330194303466,21,20.94,11,21.2,False
251256.0,Seguimiento y Control,Sabana Centro,Cundinamarca,TOCANCIPA,Canavita,,NoAplica,Horno,Río Bogotá,4.948368027349582,-73.93848209506716,18,3.68,15,4.74,True
251262.0,Seguimiento y Control,Ubate,Cundinamarca,GUACHETA,Pueblo Viejo,,Carbón,Horno,(sin definir),5.1564426638184155,-73.68360598741468,20,22.61,1,23.71,False
251522.0,Seguimiento y Control,Ubate,Cundinamarca,SIMIJACA,Centro,,Carbón,Horno,Río Suárez,5.512951489781183,-73.84572926117762,21,23.44,11,23.79,False
252170.0,Seguimiento y Control,Ubate,Cundinamarca,SIMIJACA,Hato Chico,,Leña,Horno,(sin definir),5.319104988774788,-73.77208064430005,20,18.06,1,25.19,False
252754.0,Seguimiento y Control,Ubate,Cundinamarca,CUCUNUBA,Pueblo Viejo,,Carbón,Horno,Río Suárez,5.233765376122582,-73.8058562407743,20,9.33,1,15.33,False
253304.0,Seguimiento y Control,Sabana Centro,Cundinamarca,NEMOCON,Patio Bonito,,Carbón,Horno,Río Bogotá,5.122310435827001,-73.90503914988963,1,1.26,9,6.92,True
253700.0,Seguimiento y Control,Sabana Centro,Cundinamarca,NEMOCON,Patio Bonito,,Carbón,Horno,Río Bogotá,5.131588829580173,-73.90633539971547,1,1.19,9,7.92,True
253700.0,Seguimiento y Control,Sabana Centro,Cundinamarca,NEMOCON,Patio Bonito,,Carbón,Horno,Río Bogotá,5.131579709262431,-73.90604679345861,1,1.16,9,7.91,True
253916.0,Seguimiento y Control,Ubate,Cundinamarca,SUTATAUSA,Peñas de Cajón,,Mezcla,Horno,Río Suárez,5.213668439470928,-73.84138618837785,20,4.85,1,11.18,True
253916.0,Seguimiento y Control,Ubate,Cundinamarca,SUTATAUSA,Peñas de Cajón,,Mezcla,Horno,Río Suárez,5.213541730894566,-73.84109759104514,20,4.88,1,11.18,True
253924.0,Seguimiento y Control,Ubate,Cundinamarca,GUACHETA,Peñas,,Carbón,Horno,(sin definir),5.1645868272919735,-73.66533188136958,20,24.42,1,25.84,False
253926.0,Seguimiento y Control,Ubate,Cundinamarca,GUACHETA,Peñas,,Carbón,Horno,Río Suárez,5.389132226919711,-73.66500843821844,21,16.77,11,17.21,False
253958.0,Seguimiento y Control,Ubate,Cundinamarca,CUCUNUBA,Pueblo Viejo,,Hulla,Horno,(sin definir),5.069771271991483,-73.78076180667557,9,10.79,1,14.35,False
254206.0,Seguimiento y Control,Sabana Centro,Cundinamarca,NEMOCON,Patio Bonito,,Carbón,Horno,Río Bogotá,5.11407293807444,-73.90733212518127,1,2.09,9,6.24,True
254360.0,Seguimiento y Control,Sabana Occidente,Cundinamarca,MADRID,La Cuesta,,ACPM,PLANTA TRITURADORA ,Río Bogotá,4.851403178634114,-74.19943889069901,22,11.71,19,15.03,False
254602.0,Seguimiento y Control,Sabana Centro,Cundinamarca,NEMOCON,Patio Bonito,,Carbón,Horno,Río Bogotá,5.114741361860678,-73.90451808765988,1,1.86,9,6.14,True
254614.0,En Trámite,Sabana Centro,Cundinamarca,NEMOCON,Patio Bonito,,Gas,Horno,Río Bogotá,5.120701371343946,-73.90719509076919,1,1.56,9,6.87,True
255944.0,Seguimiento y Control,Chiquinquira,Boyacá,RAQUIRA,Firita Peña Arriba,,Carbón,Horno,Río Suárez,5.443367531678636,-73.60031967843835,21,11.11,11,11.37,False
259752.0,Seguimiento y Control,Soacha,Cundinamarca,SOACHA,AREA URBANA,,Gas,Horno,(sin definir),4.57992380451908,-74.1875753979773,4,1.98,23,2.54,True
260370.0,Seguimiento y Control,Sabana Centro,Cundinamarca,CAJICA,Chuntame Alto,,Otros,Horno,Río Bogotá,4.953109118758864,-74.01450894895697,13,1.6,18,5.06,True
262148.0,Seguimiento y Control,Ubate,Cundinamarca,CUCUNUBA,Pueblo Viejo,,Carbón,Horno,(sin definir),5.062168322968326,-73.79153268681033,9,9.6,1,13.74,False
265866.0,En Trámite,Sabana Centro,Cundinamarca,ZIPAQUIRA,CASCO URBANO,,Carbón,Caldera,Río Bogotá,5.022983920924119,-74.00971397007675,10,1.64,12,5.08,True
268628.0,Seguimiento y Control,Ubate,Cundinamarca,CUCUNUBA,Pueblo Viejo,,Carbón,Horno,(sin definir),5.062272975367916,-73.78749781896164,9,10.04,1,14.12,False
269526.0,Seguimiento y Control,Sabana Centro,Cundinamarca,TOCANCIPA,Verganzo,,NoAplica,Caldera,Río Bogotá,4.963030855079891,-73.95977650306315,15,1.92,18,2.8,True
269960.0,Seguimiento y Control,Ubate,Cundinamarca,CUCUNUBA,Pueblo Viejo,,Carbón,Chimenea 1,Río Suárez,5.228566356333745,-73.80727467545057,20,8.97,1,14.79,False
271904.0,Seguimiento y Control,Sabana Centro,Cundinamarca,NEMOCON,Cerro Verde,,Carbón,Batería de producción de coque,Río Bogotá,5.135243972568703,-73.88117122864963,1,1.77,20,7.2,True
272546.0,Seguimiento y Control,Chiquinquira,Boyacá,RAQUIRA,Firita Peña Arriba,,Carbón,Horno,(sin definir),5.202752242606067,-73.62163980141116,20,28.94,1,31.46,False
272546.0,Seguimiento y Control,Chiquinquira,Boyacá,RAQUIRA,Firita Peña Arriba,,Carbón,Horno,(sin definir),5.202516924576116,-73.62201699824311,20,28.9,1,31.41,False
273724.0,En Trámite,Sabana Centro,Cundinamarca,COGUA,Neusa,,Carbón,Horno,Río Bogotá,5.073019945414556,-73.95605931663142,12,3.07,9,8.67,True
273724.0,En Trámite,Sabana Centro,Cundinamarca,COGUA,Neusa,,Carbón,Horno,Río Bogotá,5.07248663313253,-73.95724982090229,12,2.93,10,8.58,True
273724.0,En Trámite,Sabana Centro,Cundinamarca,COGUA,Neusa,,Carbón,Horno,Río Bogotá,5.072983997871496,-73.95725874707476,12,2.97,10,8.63,True
274218.0,Seguimiento y Control,Soacha,Cundinamarca,SOACHA,Fusunga,,Carbón,Horno,(sin definir),4.545895446146469,-74.2028818177871,3,4.7,5,5.06,True
277246.0,Seguimiento y Control,Ubate,Cundinamarca,LENGUAZAQUE,La Ramada,,NoAplica,NoAplica (área de operación),Río Suárez,5.320792253355371,-73.71541261856255,20,22.91,21,25.63,False
281510.0,En Trámite,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE CIUDAD BOLIVAR,MOCHUELO BAJO,,(sin definir),(sin definir),(sin definir),4.505812570451987,-74.16313337440542,8,3.57,5,9.17,True
281730.0,En Trámite,Sabana Centro,Cundinamarca,TOCANCIPA,Tibitó,,Carbón,Caldera,Río Bogotá,4.957605672455215,-73.96328493791145,18,2.09,15,2.24,True
84550.0,Sancionatorio,Sabana Centro,Cundinamarca,COGUA,Mortiño,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.066568931747036,-73.93922367036498,12,4.38,9,6.77,True
94206.0,Sancionatorio,Sabana Centro,Cundinamarca,TENJO,Churuguaco,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.866675715457455,-74.14239201606195,22,7.75,17,9.54,False
96416.0,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,Oratorio,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.075065212873094,-73.92123948691632,9,4.88,12,6.57,True
96946.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,MANTA,Casco Urbano,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.138454859403585,-73.67173935679345,9,24.23,20,24.38,False
109564.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,CHOCONTA,Soatama,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Machetá,5.13766333750456,-73.54254491791754,9,38.01,20,38.33,False
110204.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,MANTA,Fuchatoque,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),(sin definir),78.75726306604068,-101.81135174012377,11,8293.85,21,8294.2,False
144976.0,Sancionatorio,Sabana Centro,Cundinamarca,COTA,Vuelta Grande,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.76060036023827,-74.14634814428524,22,7.29,14,8.75,False
149104.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE CIUDAD BOLIVAR,QUIBA ALTA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.558719743580678,-74.17034405643113,8,4.45,4,4.97,True
150604.0,Sancionatorio,Ubate,Cundinamarca,TAUSA,Pajarito,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,5.140893962021765,-73.90618861109839,1,1.74,20,7.06,True
151912.0,Sancionatorio,Sabana Centro,Cundinamarca,CHIA,Casco Urbano,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.858937849536002,-74.06337187008603,17,0.89,22,7.01,True
152014.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,VILLAPINZON,Chasques,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.243819181812527,-73.5933389849135,20,32.44,21,32.93,False
152140.0,Sancionatorio,Rionegro,Cundinamarca,LA PALMA,Casco Urbano,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Negro,5.359883285616657,-74.39175444784289,12,57.09,10,58.05,False
152218.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE SUBA,CHORRILLOS,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.792679193239126,-74.0997556073905,22,1.89,17,9.17,True
153862.0,Sancionatorio,Rionegro,Cundinamarca,PACHO,KENNEDY,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Negro,5.128513738288823,-74.16003190661208,10,21.84,12,21.86,False
156148.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE SUBA,CHORRILLOS,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.777043371309548,-74.10911190037291,22,3.68,17,11.19,True
156796.0,Sancionatorio,Tequendama,Cundinamarca,TENA,INSPECCION LA GRAN VIA,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.6487422901155,-74.41316242641665,2,18.81,19,21.17,False
158534.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,Santa Ana,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.566341393818399,-74.23247062806013,3,2.46,23,4.42,True
158568.0,Sancionatorio,Soacha,Cundinamarca,SIBATE,Chusaca,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.542437009581842,-74.24797384432563,5,1.98,3,5.63,True
158672.0,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,URBANO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.298845009980081,-74.8088832640906,16,1.14,5,67.54,True
159404.0,Sancionatorio,Chiquinquira,Boyacá,CHIQUINQUIRA,CASCO URBANO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Suárez,5.627317486398075,-73.80856837864569,21,21.64,11,21.74,False
159408.0,Sancionatorio,Chiquinquira,Boyacá,CHIQUINQUIRA,CASCO URBANO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Suárez,5.627317486398075,-73.80856837864569,21,21.64,11,21.74,False
160008.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,DUCALES,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.571875537004082,-74.23350815057302,3,2.07,23,4.09,True
160186.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,Fusunga,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.550584295557992,-74.2071634028477,3,4.03,5,4.92,True
161340.0,Sancionatorio,Bogotá y Municipio de la Calera,Cundinamarca,LA CALERA,Centro la Toma,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.72022667747147,-73.96673183066753,7,0.24,22,18.02,True
161754.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE FONTIBON,PUENTE GRANDE,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.679284000964967,-74.15624540339164,6,6.82,14,7.41,False
162044.0,Sancionatorio,Bogotá y Municipio de la Calera,Cundinamarca,LA CALERA,Casco Urbano,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.720172578073919,-73.9677323379922,7,0.13,22,17.93,True
162270.0,Sancionatorio,Bogotá y Municipio de la Calera,Cundinamarca,LA CALERA,Casco Urbano,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.706117374037105,-73.95411541814988,7,2.2,22,20.06,True
163482.0,Sancionatorio,Gualiva,Cundinamarca,ALBAN,La María,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Negro,4.917265304913495,-74.42520328263082,2,27.0,19,30.18,False
163736.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.579614351782139,-74.24270175690222,3,2.59,23,4.53,True
164052.0,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,Astorga,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,5.058051342260439,-73.87398027702358,9,1.01,1,8.26,True
164448.0,Sancionatorio,Ubate,Cundinamarca,GUACHETA,Punta Grande,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.342191203763201,-73.75473565633806,20,21.25,21,25.38,False
165068.0,Sancionatorio,Sabana Occidente,Cundinamarca,MADRID,Santa Cruz,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.748679900247107,-74.25650541046015,2,2.02,19,3.75,True
166650.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE CIUDAD BOLIVAR,MOCHUELO BAJO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.5039119265132,-74.14799933247245,8,2.99,5,10.85,True
166794.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE KENNEDY,TINTALITO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.655157357482492,-74.15344878460306,4,7.99,6,8.23,False
168210.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,AREA URBANA,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.569148011009392,-74.21657481726287,3,1.76,23,3.15,True
168226.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,AREA URBANA,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.573909508970414,-74.18895505976167,4,2.56,23,2.93,True
168392.0,Sancionatorio,Sabana Centro,Cundinamarca,COTA,SIBERIA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.751213784706429,-74.14508526423714,22,8.01,14,8.33,False
168490.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,Panamá,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.459494709986158,-74.11022412945748,8,8.63,5,16.48,False
168616.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE CIUDAD BOLIVAR,MOCHUELO ALTO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.50224798133018,-74.14809829074211,8,3.18,5,10.88,True
168956.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE CIUDAD BOLIVAR,MOCHUELO BAJO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.537088177465246,-74.17372048353121,8,3.57,4,6.98,True
169248.0,Sancionatorio,Sabana Centro,Cundinamarca,CAJICA,Río Grande,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.978907266921981,-73.99993512045668,15,3.25,10,3.47,True
169516.0,Sancionatorio,Sabana Centro,Cundinamarca,SOPO,Pueblo Viejo,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.923032165458978,-73.95161491118245,18,2.86,15,6.3,True
169584.0,Sancionatorio,Sabana Centro,Cundinamarca,CAJICA,RIO FRIO-LA FLORIDA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.921107711801773,-74.03835972120199,13,3.65,17,6.78,True
170230.0,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,Tierra Negra,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Sumapaz,4.378754932535756,-74.34660495109256,5,19.89,3,26.85,False
