IDExpediente,Estado,Regional,Departamento,Municipio,Vereda,Class,TipoCombustible,TipoFuenteEmision,Cuenca,latitude,longitude,estacion_cercana_1,distancia_cercana_1,estacion_cercana_2,distancia_cercana_2,es_cercana
170540.0,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,Tierra Negra,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Sumapaz,4.379052510114605,-74.34893843458083,5,20.01,3,26.96,False
170548.0,Sancionatorio,Sumapaz,Cundinamarca,SILVANIA,Azafranal,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Sumapaz,4.439076346507298,-74.3822697689574,5,18.12,3,24.2,False
170618.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE KENNEDY,TINTALITO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.654614891880992,-74.15233115523553,4,8.01,6,8.37,False
170806.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE FONTIBON,EL CHARCO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.698064835661141,-74.16964115732343,14,5.09,6,5.1,False
171236.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE CIUDAD BOLIVAR,MOCHUELO BAJO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.531412614852203,-74.14215376714297,8,0.13,4,9.27,True
171250.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE CIUDAD BOLIVAR,MOCHUELO BAJO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.506308231849069,-74.14926107740006,8,2.77,5,10.66,True
171320.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE CIUDAD BOLIVAR,MOCHUELO ALTO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.503911949191132,-74.14776505203284,8,2.99,5,10.88,True
171546.0,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,Casco urbano,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Sumapaz,4.343310238861903,-74.35999735805336,5,23.99,3,31.0,False
171708.0,Sancionatorio,Sabana Centro,Cundinamarca,ZIPAQUIRA,Paso Ancho,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.009100674642049,-73.99067075031871,10,1.34,15,4.26,True
171784.0,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,Bermejal,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Sumapaz,4.374470183009603,-74.34193669384523,5,19.99,3,27.0,False
172164.0,Sancionatorio,Chiquinquira,Boyacá,CHIQUINQUIRA,CASCO URBANO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Suárez,5.620774506233361,-73.81729066129132,21,22.19,11,22.31,False
172710.0,Sancionatorio,Sabana Occidente,Cundinamarca,FACATATIVA,Moyano,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.797485698834556,-74.28622074733866,2,7.48,19,10.09,False
172710.0,Sancionatorio,Sabana Occidente,Cundinamarca,FACATATIVA,Moyano,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.802694796068038,-74.28514058611823,2,8.0,19,10.52,False
172940.0,Sancionatorio,Sabana Occidente,Cundinamarca,FUNZA,La Florida,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.728504729167104,-74.16244328733147,14,5.62,6,6.93,False
173068.0,Sancionatorio,Sabana Occidente,Cundinamarca,FACATATIVA,Tierra Morada,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.864618558903129,-74.2935346978195,2,14.92,19,17.13,False
173944.0,Sancionatorio,Ubate,Cundinamarca,LENGUAZAQUE,Ramada  Flores,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.323524958706307,-73.71848739660393,20,22.81,21,25.46,False
173948.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE CIUDAD BOLIVAR,MOCHUELO BAJO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.522477523597392,-74.14737936340134,8,1.03,4,9.74,True
174580.0,Sancionatorio,Alto Magdalena,Cundinamarca,TOCAIMA,CENTRO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.456725467921365,-74.63397912834974,16,27.07,5,43.95,False
174606.0,Sancionatorio,Alto Magdalena,Cundinamarca,TOCAIMA,CENTRO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.456761543231247,-74.63410529258086,16,27.06,5,43.96,False
174920.0,Sancionatorio,Chiquinquira,Boyacá,RAQUIRA,Firita Peña Arriba,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Suárez,5.429751044743832,-73.6382273624479,21,11.93,11,12.33,False
175534.0,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,Peñas,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.199806941206461,-73.84467462153063,20,4.24,1,9.7,True
175598.0,Sancionatorio,Ubate,Cundinamarca,LENGUAZAQUE,Ramada  Flores,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Suárez,5.323334924557479,-73.7182529444509,20,22.82,21,25.47,False
175776.0,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,CENTRO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.299009226147966,-74.80737014375782,16,1.31,5,67.38,True
175778.0,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,CENTRO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.277865284350967,-74.77137456628721,16,5.76,5,64.66,False
176346.0,Sancionatorio,Ubate,Cundinamarca,UBATE,Guatancuy,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Suárez,5.355177265652509,-73.79250457318558,20,19.95,21,26.68,False
176384.0,Sancionatorio,Ubate,Cundinamarca,TAUSA,Pajarito,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.138198773864668,-73.90471921551881,1,1.41,20,7.28,True
176816.0,Sancionatorio,Ubate,Cundinamarca,LENGUAZAQUE,La Ramada,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.323081959319736,-73.71865004281216,20,22.77,21,25.52,False
177306.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE SUBA,CHORRILLOS,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.776392032519601,-74.11391646419493,22,3.89,17,11.54,True
177574.0,Sancionatorio,Sabana Occidente,Cundinamarca,FACATATIVA,Centro Urbano,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.789465777581055,-74.33564396734384,2,9.92,19,13.33,False
178160.0,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,Peñas,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.199843079390366,-73.84458440872808,20,4.25,1,9.71,True
178282.0,Sancionatorio,Gualiva,Cundinamarca,VILLETA,CENTRO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Negro,5.009432163998458,-74.46942670337023,2,38.08,19,41.12,False
178352.0,Sancionatorio,Ubate,Cundinamarca,CARMEN DE CARUPA,Alisal,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.322992557469982,-73.88163599170963,20,13.68,1,21.62,False
178520.0,Sancionatorio,Gualiva,Cundinamarca,VILLETA,CENTRO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Negro,5.009584047749668,-74.47249262761589,2,38.3,19,41.35,False
179220.0,Sancionatorio,Alto Magdalena,Cundinamarca,RICAURTE,Manuel del Sur,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.371199251885157,-74.76472109834666,16,10.13,5,60.26,False
180258.0,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,Patio Bonito,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.119062373166955,-73.89901543245215,1,1.16,9,6.32,True
180984.0,Sancionatorio,Bajo Magdalena,Cundinamarca,GUADUAS,El Hato,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Negro,5.050345271892867,-74.61589752996909,2,52.39,19,55.71,False
181048.0,Sancionatorio,Sabana Occidente,Cundinamarca,BOJACA,San Antonio,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.669761040815742,-74.34295407480086,2,11.06,19,13.11,False
181102.0,Sancionatorio,Sabana Occidente,Cundinamarca,EL ROSAL,Tibagota,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.89483375125798,-74.21516124336435,22,15.68,17,17.95,False
182418.0,Sancionatorio,Sabana Occidente,Cundinamarca,MADRID,CENTRO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.730783286681798,-74.25825845988392,2,0.92,19,2.62,True
183020.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE SUBA,CASABLANCA,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.786439582937853,-74.05864983422728,22,5.49,17,8.5,False
183176.0,Sancionatorio,Ubate,Cundinamarca,UBATE,Volcán,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.320763688650551,-73.82061393457278,20,15.1,1,22.89,False
183202.0,Sancionatorio,Ubate,Cundinamarca,LENGUAZAQUE,Resguardo,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.308087682164367,-73.71622294275865,20,22.03,21,26.99,False
183962.0,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,URBANO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.316512296256442,-74.79165016059083,16,3.68,5,65.04,True
184188.0,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,CENTRO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.309269150937624,-74.80132672188316,16,2.34,5,66.34,True
184204.0,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,CENTRO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.31266289238801,-74.78878208540156,16,3.74,5,64.9,True
185260.0,Sancionatorio,Bajo Magdalena,Cundinamarca,PUERTO SALGAR,CASCO URBANO,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Seco - Río Magdalena,5.468125844829177,-74.64815479245206,12,87.37,10,87.76,False
185598.0,Sancionatorio,Ubate,Cundinamarca,SUTATAUSA,Peñas de Boquerón,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.198302590100542,-73.86098321807637,20,2.45,1,8.62,True
186016.0,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,Patio Bonito,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.134824758725474,-73.90104936442434,1,0.86,20,7.52,True
186116.0,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,La Ramada,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Suárez,5.272860199072597,-73.7725700106038,20,14.67,1,21.03,False
186116.0,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,La Ramada,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Suárez,5.271919867320899,-73.7728140345664,20,14.59,1,20.93,False
186332.0,Sancionatorio,Gualiva,Cundinamarca,VILLETA,ALFONSO LOPEZ,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Negro,5.009161592160701,-74.46823627780427,2,37.98,19,41.02,False
186572.0,Sancionatorio,Sabana Occidente,Cundinamarca,FACATATIVA,La Tribuna,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.835319440797014,-74.40576114751379,2,19.18,19,22.62,False
187368.0,Sancionatorio,Sabana Occidente,Cundinamarca,FACATATIVA,Mancilla,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.831047298681187,-74.35360823259428,2,14.56,19,17.8,False
188006.0,Sancionatorio,Bogotá y Municipio de la Calera,Distrito Capital,LOCALIDAD DE USAQUEN,TORCA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.771074008460913,-74.02965164503016,7,8.85,22,9.13,False
188548.0,Sancionatorio,Ubate,Cundinamarca,FUQUENE,Guatancuy,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.369679388122446,-73.78716562545205,20,21.65,21,25.08,False
188778.0,Sancionatorio,Ubate,Cundinamarca,SIMIJACA,Centro,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.513560734919547,-73.854573091323,21,24.41,11,24.75,False
190214.0,Sancionatorio,Ubate,Cundinamarca,TAUSA,Rasgatá,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Suárez,5.189157481143908,-73.8801985472276,20,1.24,1,6.9,True
190248.0,Sancionatorio,Ubate,Cundinamarca,CARMEN DE CARUPA,Alisal,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.3229925517339,-73.88161794821552,20,13.68,1,21.62,False
190852.0,Sancionatorio,Sabana Centro,Cundinamarca,COGUA,EL OLIVO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.06921341590918,-73.95907209715048,12,2.54,10,8.17,True
191526.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,SESQUILE,Casco Urbano,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,5.045507345183228,-73.7972338411392,9,9.25,1,14.34,False
191540.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,SESQUILE,Casco Urbano,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,5.043834590465194,-73.79764937438759,9,9.25,1,14.43,False
191632.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,VILLAPINZON,SAN PEDRO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,5.197632784729669,-73.60972710149596,20,30.26,1,32.59,False
191970.0,Sancionatorio,Gualiva,Cundinamarca,SAN FRANCISCO,Centro,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Negro,4.974907709563404,-74.28992745642303,2,27.0,22,27.74,False
192030.0,Sancionatorio,Sabana Centro,Cundinamarca,COTA,Rozo,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.848492687140919,-74.04917315273944,17,1.79,22,7.33,True
193876.0,Sancionatorio,Ubate,Cundinamarca,CARMEN DE CARUPA,Alisal,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.330607279005114,-73.8836364334388,20,14.52,1,22.45,False
194408.0,Sancionatorio,Sabana Centro,Cundinamarca,CAJICA,Canelón,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.904179033385005,-74.0361608199865,13,4.8,17,5.11,True
194436.0,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,Casco urbano,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Sumapaz,4.333296102246229,-74.36911036191317,5,25.48,3,32.47,False
194658.0,Sancionatorio,Soacha,Cundinamarca,SIBATE,Chacua,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.53758040598044,-74.24993713940717,5,1.55,3,6.2,True
195016.0,Sancionatorio,Alto Magdalena,Cundinamarca,NILO,LA ESMERALDA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Sumapaz,4.250427877887141,-74.72207183636668,16,12.0,5,61.22,False
196466.0,Sancionatorio,Gualiva,Cundinamarca,VILLETA,CENTRO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Negro,5.011311007359859,-74.47284533448536,2,38.47,19,41.53,False
197216.0,Sancionatorio,Ubate,Cundinamarca,GUACHETA,Santuario,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.384298118265803,-73.67053345020797,21,17.42,11,17.87,False
198770.0,Sancionatorio,Gualiva,Cundinamarca,VILLETA,Río Dulce,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Negro,4.982355240943402,-74.4587888377847,2,34.97,19,38.05,False
199040.0,Sancionatorio,Gualiva,Cundinamarca,VILLETA,CENTRO,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Negro,5.011050195673839,-74.47047366004449,2,38.29,19,41.34,False
199754.0,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,Patio Bonito,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,5.129217253322953,-73.89784916543367,1,0.22,9,7.35,True
199770.0,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,Patio Bonito,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,5.128774190575636,-73.89799359295527,1,0.24,9,7.3,True
200132.0,Sancionatorio,Sabana Centro,Cundinamarca,CAJICA,Chuntame Alto,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.955153215119313,-74.01858426860646,13,1.97,18,5.56,True
200936.0,Sancionatorio,Sabana Centro,Cundinamarca,TOCANCIPA,Canavita,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.94655028160238,-73.93798656770748,18,3.69,15,4.91,True
202864.0,Sancionatorio,Sabana Centro,Cundinamarca,COGUA,Rincón Santo,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,5.059681417732822,-73.9552501830669,12,2.46,10,7.63,True
203442.0,Sancionatorio,Gualiva,Cundinamarca,LA VEGA,Centro,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Negro,4.994586143870356,-74.33745382879084,2,30.11,19,32.37,False
204034.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.596634366816839,-74.19177030294624,4,0.33,23,1.46,True
204892.0,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,Patio Bonito,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,5.124622488784956,-73.89446835486822,1,0.52,9,6.75,True
205018.0,Sancionatorio,Gualiva,Cundinamarca,LA VEGA,Hoya Grande,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Negro,5.052429794335312,-74.29900647060008,10,33.15,17,34.16,False
206226.0,Sancionatorio,Alto Magdalena,Cundinamarca,RICAURTE,Manuel del Sur,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.342390600432843,-74.76381214407832,16,7.87,5,61.15,False
206936.0,Sancionatorio,Soacha,Cundinamarca,SIBATE,La Unión,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Bogotá,4.512508340837361,-74.26840345801124,5,3.1,3,9.65,True
207912.0,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,Pueblo Viejo,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Suárez,5.224800364693482,-73.8188402978964,20,7.62,1,13.64,False
207912.0,Sancionatorio,Ubate,Cundinamarca,CUCUNUBA,Pueblo Viejo,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Suárez,5.225596127953522,-73.8188219309283,20,7.66,1,13.71,False
208076.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,Bosatama,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.619958837956742,-74.22770573099046,23,3.76,3,4.03,True
208990.0,Sancionatorio,Chiquinquira,Boyacá,RAQUIRA,RESGUARDO OCCIDENTE,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Suárez,5.53554837428393,-73.6490428336362,21,1.53,11,1.9,True
209064.0,Sancionatorio,Ubate,Cundinamarca,SUTATAUSA,Peñas de Boquerón,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Suárez,5.201132991072281,-73.86091911128077,20,2.45,1,8.9,True
209066.0,Sancionatorio,Ubate,Cundinamarca,SUTATAUSA,Peñas de Boquerón,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.198185597046631,-73.8626339069754,20,2.26,1,8.52,True
209070.0,Sancionatorio,Ubate,Cundinamarca,SUTATAUSA,Peñas de Boquerón,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.198294170027362,-73.86280524906932,20,2.24,1,8.53,True
210070.0,Sancionatorio,Sabana Centro,Cundinamarca,ZIPAQUIRA,Barandillas,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.021947312925231,-73.96775552090288,12,3.81,10,4.1,True
210752.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,AREA URBANA,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.596127603471669,-74.19393308336146,4,0.09,23,1.21,True
211736.0,Sancionatorio,Ubate,Cundinamarca,SUTATAUSA,Peñas de Boquerón,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.198293488364197,-73.86081184231386,20,2.46,1,8.62,True
211736.0,Sancionatorio,Ubate,Cundinamarca,SUTATAUSA,Peñas de Boquerón,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Suárez,5.198637454976694,-73.86179489882547,20,2.35,1,8.61,True
212504.0,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,Casco urbano,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Sumapaz,4.329229868279485,-74.38402698583262,5,26.78,3,33.72,False
212870.0,Sancionatorio,Alto Magdalena,Cundinamarca,GIRARDOT,URBANO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.296656859810623,-74.80875507287195,16,1.16,5,67.62,True
213042.0,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,La Venta,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Sumapaz,4.329701041838457,-74.38171197451662,5,26.59,3,33.54,False
213312.0,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,Casco urbano,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Sumapaz,4.328497045084245,-74.38485547747382,5,26.9,3,33.84,False
213810.0,Sancionatorio,Sabana Centro,Cundinamarca,NEMOCON,Casco Urbano,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.070295596763497,-73.87438226495645,9,0.62,1,6.95,True
214966.0,Sancionatorio,Sumapaz,Cundinamarca,FUSAGASUGA,Casco urbano,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Sumapaz,4.329718528381597,-74.38319839460753,5,26.68,3,33.63,False
215422.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,VILLAPINZON,SAN PEDRO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.196140025211011,-73.60875407767658,20,30.37,1,32.66,False
215570.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,Panamá,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.547743174964427,-74.21569660577741,5,3.98,3,4.12,True
216024.0,Sancionatorio,Sabana Centro,Cundinamarca,CHIA,Fusca,Emitir por encima de los parámetros establecidos en la norma,(sin definir),(sin definir),Río Bogotá,4.840172093101948,-74.031188404317,17,3.76,22,8.61,True
216694.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,CHOCONTA,CENTRO URBANO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.145207530178488,-73.68253988587348,20,23.02,9,23.38,False
217322.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,Panamá,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,4.546314381106262,-74.21561523192449,5,3.89,3,4.28,True
218084.0,Sancionatorio,Almeidas y Municipio de Guatavita,Cundinamarca,VILLAPINZON,20 DE JULIO,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Bogotá,5.214929571183395,-73.59537262315251,20,31.89,1,34.62,False
218846.0,Sancionatorio,Ubate,Cundinamarca,TAUSA,Rasgatá,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Suárez,5.193360243051502,-73.87332409290259,20,1.3,1,7.57,True
219606.0,Sancionatorio,Gualiva,Cundinamarca,SAN FRANCISCO,Arrayán,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),Río Negro,4.968488488375229,-74.31281890229234,2,26.66,19,28.74,False
220028.0,Sancionatorio,Ubate,Cundinamarca,SIMIJACA,Centro,Por emisiones atmosféricas sin cumplir con los requisitos de ley,(sin definir),(sin definir),Río Suárez,5.517322079747855,-73.8533623888463,21,24.23,11,24.57,False
220312.0,Sancionatorio,Soacha,Cundinamarca,SOACHA,Panamá,Por emisiones atmosféricas sin permiso o no cumplimiento con los términos del permiso,(sin definir),(sin definir),(sin definir),4.563348258253935,-74.20722962680114,3,2.75,23,3.53,True
